site_code,trt,year_trt,avg_richness,avg_richness2,avg_invsimpsons2,avg_shannons,avg_evenness_Sh,beta_invsimpsons,gamma_richness,log_spp_stab_cover,log_spp_asynch_cover,log_spatial_asynch_prod,log_alpha_stab_prod,log_gamma_stab_prod,temp_mean,temp_sd,TEMP_VAR_v2,MAP_VAR_v2,res_log_spatial_asynch_prod,res_log_alpha_stab_prod,res_log_gamma_stab_prod,resGamma_prod
kiny.au,Control,9,8.259259259,3.046012398,1.432832487,3.684868149,0.494470225,1.032998986,14.66666667,-0.428885437,1.196415218,0.030048073,-0.415638551,-0.385590479,160.0555556,74.29110273,517.3570778,21.82745628,-0.24783822,-1.132196769,-1.366997849,-1.327253476
kiny.au,Fertilized,9,7.62962963,2.931613025,1.198398764,3.216052266,0.48915423,1.048003168,12.88888889,-0.41129964,1.450969072,0.022194455,-0.04413988,-0.021945425,183.8888889,65.01787804,517.3570778,21.82745628,-0.225460982,-0.78130628,-0.974036935,-0.944661712
mtca.au,Control,9,13.7037037,3.776493958,2.162845603,6.521997422,0.700971251,1.408413363,22.77777778,-0.061328666,1.180887785,0.097155053,0.304035117,0.40119017,205.2222222,66.98939237,534.3282043,50.66807846,-0.092800425,-0.419333113,-0.564501675,-0.630258839
mtca.au,Fertilized,9,8.888888889,3.152003093,1.83655023,4.688601884,0.684925081,1.50758966,13.88888889,-0.281558663,1.605043257,0.183085763,0.587373754,0.770459517,284.2222222,75.661679,534.3282043,50.66807846,0.103105244,-0.069824523,-0.085195627,-0.155216591
sedg.us,Fertilized,9,3.925925926,1.973032952,0.642401071,1.920396705,0.39142767,1.144565479,6.555555556,0.428095365,0.647845547,0.151662136,1.007455734,1.159117871,264.8888889,90.32095908,426.8089893,95.92791963,-0.223132439,0.440113475,0.432599947,0.385546053
sedg.us,Control,9,6.148148148,2.620151929,1.052359116,2.673656722,0.540090075,1.085019098,10.55555556,0.21419547,0.871334903,0.231471935,0.995495354,1.226967289,215.9444444,72.92932345,426.8089893,95.92791963,-0.070321694,0.240575214,0.257180193,0.36765985
sgs.us,Fertilized,9,7.296296296,2.867164317,1.569785507,3.762637946,0.637421972,1.0581749,11.55555556,-0.112942227,1.086173664,0.089507339,0.276809332,0.366316671,326.1111111,123.2243549,879.6653724,58.78775076,-0.016845351,-0.343263556,-0.452116867,-0.518379683
sgs.us,Control,9,7.148148148,2.837569535,1.409001213,3.428008345,0.616727836,1.245469551,12.22222222,0.236092818,1.21331827,0.158770896,0.606184289,0.764955184,314.4444444,73.8027745,879.6653724,58.78775076,-0.072792803,-0.144643154,-0.257087152,-0.118332279
sier.us,Fertilized,9,9.296296296,3.216656052,1.789265268,4.665262781,0.650105797,1.414450748,18.44444444,-0.124989431,1.563125053,0.216026979,0.520543888,0.736570867,418.8888889,99.43161094,665.1720015,86.5282909,-0.04509538,-0.021893212,0.010550072,-0.206650942
sier.us,Control,9,8.777777778,3.133855747,1.945285132,4.848568587,0.699154329,1.593647172,17.44444444,-0.035026307,1.226193583,0.137588467,0.708240152,0.845828619,388.4444444,118.0351998,665.1720015,86.5282909,-0.109981361,-0.020834416,-0.101176873,-0.074117056
spin.us,Control,9,10.03703704,3.327261539,2.006074595,5.423233428,0.719596136,1.304971479,14.66666667,-0.06039788,2.276289438,0.567784317,1.076627403,1.64441172,304.1111111,33.16521462,882.4458054,16.64644486,0.217129138,0.337956194,0.601767447,0.694505169
spin.us,Fertilized,9,5.962962963,2.576029376,1.479266838,3.470790126,0.680682937,1.294621694,9.222222222,-0.252681813,3.041581988,0.334440319,0.631521504,0.965961822,314.6666667,19.34847689,882.4458054,16.64644486,0.003124276,-0.100086113,0.009952977,0.139749659
temple.us,Fertilized,9,10.51851852,3.394859617,2.12032189,5.711552513,0.74476789,1.258017886,19.44444444,-0.13763779,1.328086932,0.061475864,0.519289282,0.580765146,633.4444444,192.6207362,751.5573512,29.10733362,-0.12809069,-0.170818534,-0.329806435,-0.376354138
temple.us,Control,9,12.48148148,3.641717279,2.673621008,7.991769786,0.813916004,1.356026726,21.88888889,-0.030138857,1.042145812,0.189778764,0.749185348,0.938964113,642.7777778,233.6424855,751.5573512,29.10733362,-0.067560778,0.031267094,-0.04951171,-0.048612366
ukul.za,Fertilized,9,13.81481481,3.788144318,2.373946127,7.242596864,0.741562505,1.730553268,27.77777778,-0.160598472,1.822812907,0.084511927,0.481541295,0.566053222,476.5555556,90.41135538,347.2977397,65.26595269,-0.019909792,-0.196064677,-0.27860406,-0.460084893
ukul.za,Control,9,17.48148148,4.127755547,2.2676035,7.748546906,0.701939108,1.760783113,34.11111111,0.273016,1.525641496,0.443498596,0.903318022,1.346816619,492.7777778,81.56504674,347.2977397,65.26595269,0.224353469,0.136850545,0.331421811,0.254416094
valm.ch,Fertilized,9,21,4.392317423,2.673497728,9.841801672,0.713045907,1.382305281,38.55555556,0.215330065,1.958814728,0.151182309,1.110756799,1.261939108,332.7777778,37.83861494,639.1732359,25.91755635,-0.058918205,0.405799498,0.336662523,0.125507507
valm.ch,Control,9,28.59259259,4.837569535,3.212412949,15.28582327,0.813228373,2.120978476,52.88888889,0.440316454,2.176261456,0.333414134,1.127211476,1.46062561,329.6666667,24.08295028,639.1732359,25.91755635,0.075770506,0.417026565,0.487903737,0.264822786
